"REF_DATE","GEO","DGUID","Age group","Participation rate by type of institution attended","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013/2014","New Brunswick","2021A000213","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915269","5.2.2","","x","","","0"
"2013/2014","New Brunswick","2021A000213","25 to 29 years","College","Percent","239","units","0","v99915270","5.2.3","2","D","","","0"
"2013/2014","New Brunswick","2021A000213","25 to 29 years","University","Percent","239","units","0","v99915271","5.2.4","8","C","","","0"
"2013/2014","New Brunswick","2021A000213","30 to 34 years","Total participation rate","Percent","239","units","0","v99915272","5.3.1","3","C","","","0"
"2013/2014","New Brunswick","2021A000213","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915273","5.3.2","","x","","","0"
"2013/2014","New Brunswick","2021A000213","30 to 34 years","College","Percent","239","units","0","v99915274","5.3.3","","x","","","0"
"2013/2014","New Brunswick","2021A000213","30 to 34 years","University","Percent","239","units","0","v99915275","5.3.4","2","C","","","0"
"2013/2014","Quebec","2021A000224","18 to 24 years","Total participation rate","Percent","239","units","0","v99915276","6.1.1","50","A","","","0"
"2013/2014","Quebec","2021A000224","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915277","6.1.2","6","B","","","0"
"2013/2014","Quebec","2021A000224","18 to 24 years","College","Percent","239","units","0","v99915278","6.1.3","22","A","","","0"
"2013/2014","Quebec","2021A000224","18 to 24 years","University","Percent","239","units","0","v99915279","6.1.4","22","A","","","0"
"2013/2014","Quebec","2021A000224","25 to 29 years","Total participation rate","Percent","239","units","0","v99915280","6.2.1","15","B","","","0"
"2013/2014","Quebec","2021A000224","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915281","6.2.2","1","C","","","0"
"2013/2014","Quebec","2021A000224","25 to 29 years","College","Percent","239","units","0","v99915282","6.2.3","3","B","","","0"
"2013/2014","Quebec","2021A000224","25 to 29 years","University","Percent","239","units","0","v99915283","6.2.4","11","B","","","0"
"2013/2014","Quebec","2021A000224","30 to 34 years","Total participation rate","Percent","239","units","0","v99915284","6.3.1","8","B","","","0"
"2013/2014","Quebec","2021A000224","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915285","6.3.2","1","C","","","0"
"2013/2014","Quebec","2021A000224","30 to 34 years","College","Percent","239","units","0","v99915286","6.3.3","2","B","","","0"
"2013/2014","Quebec","2021A000224","30 to 34 years","University","Percent","239","units","0","v99915287","6.3.4","5","B","","","0"
"2013/2014","Ontario","2021A000235","18 to 24 years","Total participation rate","Percent","239","units","0","v99915288","7.1.1","51","A","","","0"
"2013/2014","Ontario","2021A000235","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915289","7.1.2","7","A","","","0"
"2013/2014","Ontario","2021A000235","18 to 24 years","College","Percent","239","units","0","v99915290","7.1.3","17","A","","","0"
"2013/2014","Ontario","2021A000235","18 to 24 years","University","Percent","239","units","0","v99915291","7.1.4","27","A","","","0"
"2013/2014","Ontario","2021A000235","25 to 29 years","Total participation rate","Percent","239","units","0","v99915292","7.2.1","12","B","","","0"
"2013/2014","Ontario","2021A000235","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915293","7.2.2","0","C","","","0"
"2013/2014","Ontario","2021A000235","25 to 29 years","College","Percent","239","units","0","v99915294","7.2.3","5","B","","","0"
"2013/2014","Ontario","2021A000235","25 to 29 years","University","Percent","239","units","0","v99915295","7.2.4","6","B","","","0"
"2013/2014","Ontario","2021A000235","30 to 34 years","Total participation rate","Percent","239","units","0","v99915296","7.3.1","5","B","","","0"
"2013/2014","Ontario","2021A000235","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915297","7.3.2","0","D","","","0"
"2013/2014","Ontario","2021A000235","30 to 34 years","College","Percent","239","units","0","v99915298","7.3.3","3","B","","","0"
"2013/2014","Ontario","2021A000235","30 to 34 years","University","Percent","239","units","0","v99915299","7.3.4","2","B","","","0"
"2013/2014","Manitoba","2021A000246","18 to 24 years","Total participation rate","Percent","239","units","0","v99915300","8.1.1","38","A","","","0"
"2013/2014","Manitoba","2021A000246","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915301","8.1.2","6","B","","","0"
"2013/2014","Manitoba","2021A000246","18 to 24 years","College","Percent","239","units","0","v99915302","8.1.3","8","B","","","0"
"2013/2014","Manitoba","2021A000246","18 to 24 years","University","Percent","239","units","0","v99915303","8.1.4","24","A","","","0"
"2013/2014","Manitoba","2021A000246","25 to 29 years","Total participation rate","Percent","239","units","0","v99915304","8.2.1","12","B","","","0"
"2013/2014","Manitoba","2021A000246","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915305","8.2.2","","x","","","0"
"2013/2014","Manitoba","2021A000246","25 to 29 years","College","Percent","239","units","0","v99915306","8.2.3","4","B","","","0"
"2013/2014","Manitoba","2021A000246","25 to 29 years","University","Percent","239","units","0","v99915307","8.2.4","7","B","","","0"
"2013/2014","Manitoba","2021A000246","30 to 34 years","Total participation rate","Percent","239","units","0","v99915308","8.3.1","8","B","","","0"
"2013/2014","Manitoba","2021A000246","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915309","8.3.2","","x","","","0"
"2013/2014","Manitoba","2021A000246","30 to 34 years","College","Percent","239","units","0","v99915310","8.3.3","3","B","","","0"
"2013/2014","Manitoba","2021A000246","30 to 34 years","University","Percent","239","units","0","v99915311","8.3.4","4","B","","","0"
"2013/2014","Saskatchewan","2021A000247","18 to 24 years","Total participation rate","Percent","239","units","0","v99915312","9.1.1","38","A","","","0"
"2013/2014","Saskatchewan","2021A000247","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915313","9.1.2","6","B","","","0"
"2013/2014","Saskatchewan","2021A000247","18 to 24 years","College","Percent","239","units","0","v99915314","9.1.3","6","B","","","0"
"2013/2014","Saskatchewan","2021A000247","18 to 24 years","University","Percent","239","units","0","v99915315","9.1.4","25","A","","","0"
"2013/2014","Saskatchewan","2021A000247","25 to 29 years","Total participation rate","Percent","239","units","0","v99915316","9.2.1","11","B","","","0"
"2013/2014","Saskatchewan","2021A000247","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915317","9.2.2","","x","","","0"
"2013/2014","Saskatchewan","2021A000247","25 to 29 years","College","Percent","239","units","0","v99915318","9.2.3","3","B","","","0"
"2013/2014","Saskatchewan","2021A000247","25 to 29 years","University","Percent","239","units","0","v99915319","9.2.4","8","B","","","0"
"2013/2014","Saskatchewan","2021A000247","30 to 34 years","Total participation rate","Percent","239","units","0","v99915320","9.3.1","6","B","","","0"
"2013/2014","Saskatchewan","2021A000247","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915321","9.3.2","","x","","","0"
"2013/2014","Saskatchewan","2021A000247","30 to 34 years","College","Percent","239","units","0","v99915322","9.3.3","2","C","","","0"
"2013/2014","Saskatchewan","2021A000247","30 to 34 years","University","Percent","239","units","0","v99915323","9.3.4","4","C","","","0"
"2013/2014","Alberta","2021A000248","18 to 24 years","Total participation rate","Percent","239","units","0","v99915324","10.1.1","39","A","","","0"
"2013/2014","Alberta","2021A000248","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915325","10.1.2","6","B","","","0"
"2013/2014","Alberta","2021A000248","18 to 24 years","College","Percent","239","units","0","v99915326","10.1.3","9","B","","","0"
"2013/2014","Alberta","2021A000248","18 to 24 years","University","Percent","239","units","0","v99915327","10.1.4","24","B","","","0"
"2013/2014","Alberta","2021A000248","25 to 29 years","Total participation rate","Percent","239","units","0","v99915328","10.2.1","9","B","","","0"
"2013/2014","Alberta","2021A000248","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915329","10.2.2","","x","","","0"
"2013/2014","Alberta","2021A000248","25 to 29 years","College","Percent","239","units","0","v99915330","10.2.3","3","B","","","0"
"2013/2014","Alberta","2021A000248","25 to 29 years","University","Percent","239","units","0","v99915331","10.2.4","7","B","","","0"
"2013/2014","Alberta","2021A000248","30 to 34 years","Total participation rate","Percent","239","units","0","v99915332","10.3.1","5","B","","","0"
"2013/2014","Alberta","2021A000248","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915333","10.3.2","","x","","","0"
"2013/2014","Alberta","2021A000248","30 to 34 years","College","Percent","239","units","0","v99915334","10.3.3","2","C","","","0"
"2013/2014","Alberta","2021A000248","30 to 34 years","University","Percent","239","units","0","v99915335","10.3.4","3","B","","","0"
"2013/2014","British Columbia","2021A000259","18 to 24 years","Total participation rate","Percent","239","units","0","v99915336","11.1.1","45","A","","","0"
"2013/2014","British Columbia","2021A000259","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915337","11.1.2","5","B","","","0"
"2013/2014","British Columbia","2021A000259","18 to 24 years","College","Percent","239","units","0","v99915338","11.1.3","13","B","","","0"
"2013/2014","British Columbia","2021A000259","18 to 24 years","University","Percent","239","units","0","v99915339","11.1.4","28","A","","","0"
"2013/2014","British Columbia","2021A000259","25 to 29 years","Total participation rate","Percent","239","units","0","v99915340","11.2.1","12","B","","","0"
"2013/2014","British Columbia","2021A000259","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915341","11.2.2","","x","","","0"
"2013/2014","British Columbia","2021A000259","25 to 29 years","College","Percent","239","units","0","v99915342","11.2.3","4","B","","","0"
"2013/2014","British Columbia","2021A000259","25 to 29 years","University","Percent","239","units","0","v99915343","11.2.4","7","B","","","0"
"2013/2014","British Columbia","2021A000259","30 to 34 years","Total participation rate","Percent","239","units","0","v99915344","11.3.1","6","B","","","0"
"2013/2014","British Columbia","2021A000259","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915345","11.3.2","","x","","","0"
"2013/2014","British Columbia","2021A000259","30 to 34 years","College","Percent","239","units","0","v99915346","11.3.3","3","C","","","0"
"2013/2014","British Columbia","2021A000259","30 to 34 years","University","Percent","239","units","0","v99915347","11.3.4","3","C","","","0"
"2013/2014","Yukon","2021A000260","18 to 24 years","Total participation rate","Percent","239","units","0","v99915348","12.1.1","34","B","","","0"
"2013/2014","Yukon","2021A000260","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915349","12.1.2","","x","","","0"
"2013/2014","Yukon","2021A000260","18 to 24 years","College","Percent","239","units","0","v99915350","12.1.3","14","C","","","0"
"2013/2014","Yukon","2021A000260","18 to 24 years","University","Percent","239","units","0","v99915351","12.1.4","13","D","","","0"
"2013/2014","Yukon","2021A000260","25 to 29 years","Total participation rate","Percent","239","units","0","v99915352","12.2.1","","x","","","0"
"2013/2014","Yukon","2021A000260","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915353","12.2.2","","..","","","0"
"2013/2014","Yukon","2021A000260","25 to 29 years","College","Percent","239","units","0","v99915354","12.2.3","","x","","","0"
"2013/2014","Yukon","2021A000260","25 to 29 years","University","Percent","239","units","0","v99915355","12.2.4","","x","","","0"
"2013/2014","Yukon","2021A000260","30 to 34 years","Total participation rate","Percent","239","units","0","v99915356","12.3.1","","x","","","0"
"2013/2014","Yukon","2021A000260","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915357","12.3.2","","..","","","0"
"2013/2014","Yukon","2021A000260","30 to 34 years","College","Percent","239","units","0","v99915358","12.3.3","","x","","","0"
"2013/2014","Yukon","2021A000260","30 to 34 years","University","Percent","239","units","0","v99915359","12.3.4","","x","","","0"
"2013/2014","Northwest Territories","2021A000261","18 to 24 years","Total participation rate","Percent","239","units","0","v99915360","13.1.1","37","B","","","0"
"2013/2014","Northwest Territories","2021A000261","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915361","13.1.2","15","C","","","0"
"2013/2014","Northwest Territories","2021A000261","18 to 24 years","College","Percent","239","units","0","v99915362","13.1.3","9","C","","","0"
"2013/2014","Northwest Territories","2021A000261","18 to 24 years","University","Percent","239","units","0","v99915363","13.1.4","14","C","","","0"
"2013/2014","Northwest Territories","2021A000261","25 to 29 years","Total participation rate","Percent","239","units","0","v99915364","13.2.1","12","C","","","0"
"2013/2014","Northwest Territories","2021A000261","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915365","13.2.2","","x","","","0"
"2013/2014","Northwest Territories","2021A000261","25 to 29 years","College","Percent","239","units","0","v99915366","13.2.3","7","C","","","0"
"2013/2014","Northwest Territories","2021A000261","25 to 29 years","University","Percent","239","units","0","v99915367","13.2.4","","x","","","0"
"2013/2014","Northwest Territories","2021A000261","30 to 34 years","Total participation rate","Percent","239","units","0","v99915368","13.3.1","8","C","","","0"
"2013/2014","Northwest Territories","2021A000261","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915369","13.3.2","","x","","","0"
"2013/2014","Northwest Territories","2021A000261","30 to 34 years","College","Percent","239","units","0","v99915370","13.3.3","","x","","","0"
"2013/2014","Northwest Territories","2021A000261","30 to 34 years","University","Percent","239","units","0","v99915371","13.3.4","","x","","","0"
"2013/2014","Nunavut","2021A000262","18 to 24 years","Total participation rate","Percent","239","units","0","v99915372","14.1.1","16","B","","","0"
"2013/2014","Nunavut","2021A000262","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915373","14.1.2","11","B","","","0"
"2013/2014","Nunavut","2021A000262","18 to 24 years","College","Percent","239","units","0","v99915374","14.1.3","","x","","","0"
"2013/2014","Nunavut","2021A000262","18 to 24 years","University","Percent","239","units","0","v99915375","14.1.4","","x","","","0"
"2013/2014","Nunavut","2021A000262","25 to 29 years","Total participation rate","Percent","239","units","0","v99915376","14.2.1","","x","","","0"
"2013/2014","Nunavut","2021A000262","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915377","14.2.2","","x","","","0"
"2013/2014","Nunavut","2021A000262","25 to 29 years","College","Percent","239","units","0","v99915378","14.2.3","","x","","","0"
"2013/2014","Nunavut","2021A000262","25 to 29 years","University","Percent","239","units","0","v99915379","14.2.4","","x","","","0"
"2013/2014","Nunavut","2021A000262","30 to 34 years","Total participation rate","Percent","239","units","0","v99915380","14.3.1","","x","","","0"
"2013/2014","Nunavut","2021A000262","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915381","14.3.2","","x","","","0"
"2013/2014","Nunavut","2021A000262","30 to 34 years","College","Percent","239","units","0","v99915382","14.3.3","","x","","","0"
"2013/2014","Nunavut","2021A000262","30 to 34 years","University","Percent","239","units","0","v99915383","14.3.4","","x","","","0"
"2014/2015","Canada","2021A000011124","18 to 24 years","Total participation rate","Percent","239","units","0","v99915216","1.1.1","48","A","","","0"
"2014/2015","Canada","2021A000011124","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915217","1.1.2","6","A","","","0"
"2014/2015","Canada","2021A000011124","18 to 24 years","College","Percent","239","units","0","v99915218","1.1.3","15","A","","","0"
"2014/2015","Canada","2021A000011124","18 to 24 years","University","Percent","239","units","0","v99915219","1.1.4","27","A","","","0"
"2014/2015","Canada","2021A000011124","25 to 29 years","Total participation rate","Percent","239","units","0","v99915220","1.2.1","12","A","","","0"
"2014/2015","Canada","2021A000011124","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915221","1.2.2","1","B","","","0"
"2014/2015","Canada","2021A000011124","25 to 29 years","College","Percent","239","units","0","v99915222","1.2.3","4","B","","","0"
"2014/2015","Canada","2021A000011124","25 to 29 years","University","Percent","239","units","0","v99915223","1.2.4","8","A","","","0"
"2014/2015","Canada","2021A000011124","30 to 34 years","Total participation rate","Percent","239","units","0","v99915224","1.3.1","7","A","","","0"
"2014/2015","Canada","2021A000011124","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915225","1.3.2","0","C","","","0"
"2014/2015","Canada","2021A000011124","30 to 34 years","College","Percent","239","units","0","v99915226","1.3.3","2","B","","","0"
"2014/2015","Canada","2021A000011124","30 to 34 years","University","Percent","239","units","0","v99915227","1.3.4","4","A","","","0"
"2014/2015","Newfoundland and Labrador","2021A000210","18 to 24 years","Total participation rate","Percent","239","units","0","v99915228","2.1.1","45","A","","","0"
"2014/2015","Newfoundland and Labrador","2021A000210","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915229","2.1.2","6","B","","","0"
"2014/2015","Newfoundland and Labrador","2021A000210","18 to 24 years","College","Percent","239","units","0","v99915230","2.1.3","12","B","","","0"
"2014/2015","Newfoundland and Labrador","2021A000210","18 to 24 years","University","Percent","239","units","0","v99915231","2.1.4","27","B","","","0"
"2014/2015","Newfoundland and Labrador","2021A000210","25 to 29 years","Total participation rate","Percent","239","units","0","v99915232","2.2.1","14","B","","","0"
"2014/2015","Newfoundland and Labrador","2021A000210","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915233","2.2.2","","x","","","0"
"2014/2015","Newfoundland and Labrador","2021A000210","25 to 29 years","College","Percent","239","units","0","v99915234","2.2.3","3","C","","","0"
"2014/2015","Newfoundland and Labrador","2021A000210","25 to 29 years","University","Percent","239","units","0","v99915235","2.2.4","11","C","","","0"
"2014/2015","Newfoundland and Labrador","2021A000210","30 to 34 years","Total participation rate","Percent","239","units","0","v99915236","2.3.1","3","C","","","0"
"2014/2015","Newfoundland and Labrador","2021A000210","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915237","2.3.2","","..","","","0"
"2014/2015","Newfoundland and Labrador","2021A000210","30 to 34 years","College","Percent","239","units","0","v99915238","2.3.3","","x","","","0"
"2014/2015","Newfoundland and Labrador","2021A000210","30 to 34 years","University","Percent","239","units","0","v99915239","2.3.4","2","D","","","0"
"2014/2015","Prince Edward Island","2021A000211","18 to 24 years","Total participation rate","Percent","239","units","0","v99915240","3.1.1","46","A","","","0"
"2014/2015","Prince Edward Island","2021A000211","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915241","3.1.2","5","B","","","0"
"2014/2015","Prince Edward Island","2021A000211","18 to 24 years","College","Percent","239","units","0","v99915242","3.1.3","11","B","","","0"
"2014/2015","Prince Edward Island","2021A000211","18 to 24 years","University","Percent","239","units","0","v99915243","3.1.4","30","B","","","0"
"2014/2015","Prince Edward Island","2021A000211","25 to 29 years","Total participation rate","Percent","239","units","0","v99915244","3.2.1","11","C","","","0"
"2014/2015","Prince Edward Island","2021A000211","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915245","3.2.2","","..","","","0"
"2014/2015","Prince Edward Island","2021A000211","25 to 29 years","College","Percent","239","units","0","v99915246","3.2.3","4","D","","","0"
"2014/2015","Prince Edward Island","2021A000211","25 to 29 years","University","Percent","239","units","0","v99915247","3.2.4","7","C","","","0"
"2014/2015","Prince Edward Island","2021A000211","30 to 34 years","Total participation rate","Percent","239","units","0","v99915248","3.3.1","4","C","","","0"
"2014/2015","Prince Edward Island","2021A000211","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915249","3.3.2","","x","","","0"
"2014/2015","Prince Edward Island","2021A000211","30 to 34 years","College","Percent","239","units","0","v99915250","3.3.3","","x","","","0"
"2014/2015","Prince Edward Island","2021A000211","30 to 34 years","University","Percent","239","units","0","v99915251","3.3.4","","x","","","0"
"2014/2015","Nova Scotia","2021A000212","18 to 24 years","Total participation rate","Percent","239","units","0","v99915252","4.1.1","42","A","","","0"
"2014/2015","Nova Scotia","2021A000212","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915253","4.1.2","7","B","","","0"
"2014/2015","Nova Scotia","2021A000212","18 to 24 years","College","Percent","239","units","0","v99915254","4.1.3","11","B","","","0"
"2014/2015","Nova Scotia","2021A000212","18 to 24 years","University","Percent","239","units","0","v99915255","4.1.4","24","B","","","0"
"2014/2015","Nova Scotia","2021A000212","25 to 29 years","Total participation rate","Percent","239","units","0","v99915256","4.2.1","12","B","","","0"
"2014/2015","Nova Scotia","2021A000212","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915257","4.2.2","","x","","","0"
"2014/2015","Nova Scotia","2021A000212","25 to 29 years","College","Percent","239","units","0","v99915258","4.2.3","3","C","","","0"
"2014/2015","Nova Scotia","2021A000212","25 to 29 years","University","Percent","239","units","0","v99915259","4.2.4","9","B","","","0"
"2014/2015","Nova Scotia","2021A000212","30 to 34 years","Total participation rate","Percent","239","units","0","v99915260","4.3.1","7","C","","","0"
"2014/2015","Nova Scotia","2021A000212","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915261","4.3.2","","..","","","0"
"2014/2015","Nova Scotia","2021A000212","30 to 34 years","College","Percent","239","units","0","v99915262","4.3.3","1","D","","","0"
"2014/2015","Nova Scotia","2021A000212","30 to 34 years","University","Percent","239","units","0","v99915263","4.3.4","6","C","","","0"
"2014/2015","New Brunswick","2021A000213","18 to 24 years","Total participation rate","Percent","239","units","0","v99915264","5.1.1","39","A","","","0"
"2014/2015","New Brunswick","2021A000213","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915265","5.1.2","6","B","","","0"
"2014/2015","New Brunswick","2021A000213","18 to 24 years","College","Percent","239","units","0","v99915266","5.1.3","9","B","","","0"
"2014/2015","New Brunswick","2021A000213","18 to 24 years","University","Percent","239","units","0","v99915267","5.1.4","24","B","","","0"
"2014/2015","New Brunswick","2021A000213","25 to 29 years","Total participation rate","Percent","239","units","0","v99915268","5.2.1","9","B","","","0"
"2014/2015","New Brunswick","2021A000213","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915269","5.2.2","","x","","","0"
"2014/2015","New Brunswick","2021A000213","25 to 29 years","College","Percent","239","units","0","v99915270","5.2.3","3","C","","","0"
"2014/2015","New Brunswick","2021A000213","25 to 29 years","University","Percent","239","units","0","v99915271","5.2.4","6","C","","","0"
"2014/2015","New Brunswick","2021A000213","30 to 34 years","Total participation rate","Percent","239","units","0","v99915272","5.3.1","6","C","","","0"
"2014/2015","New Brunswick","2021A000213","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915273","5.3.2","","x","","","0"
"2014/2015","New Brunswick","2021A000213","30 to 34 years","College","Percent","239","units","0","v99915274","5.3.3","2","C","","","0"
"2014/2015","New Brunswick","2021A000213","30 to 34 years","University","Percent","239","units","0","v99915275","5.3.4","3","C","","","0"
"2014/2015","Quebec","2021A000224","18 to 24 years","Total participation rate","Percent","239","units","0","v99915276","6.1.1","53","A","","","0"
"2014/2015","Quebec","2021A000224","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915277","6.1.2","6","B","","","0"
"2014/2015","Quebec","2021A000224","18 to 24 years","College","Percent","239","units","0","v99915278","6.1.3","23","A","","","0"
"2014/2015","Quebec","2021A000224","18 to 24 years","University","Percent","239","units","0","v99915279","6.1.4","24","A","","","0"
"2014/2015","Quebec","2021A000224","25 to 29 years","Total participation rate","Percent","239","units","0","v99915280","6.2.1","18","B","","","0"
"2014/2015","Quebec","2021A000224","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915281","6.2.2","1","C","","","0"
"2014/2015","Quebec","2021A000224","25 to 29 years","College","Percent","239","units","0","v99915282","6.2.3","3","B","","","0"
"2014/2015","Quebec","2021A000224","25 to 29 years","University","Percent","239","units","0","v99915283","6.2.4","13","B","","","0"
"2014/2015","Quebec","2021A000224","30 to 34 years","Total participation rate","Percent","239","units","0","v99915284","6.3.1","10","B","","","0"
"2014/2015","Quebec","2021A000224","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915285","6.3.2","1","C","","","0"
"2014/2015","Quebec","2021A000224","30 to 34 years","College","Percent","239","units","0","v99915286","6.3.3","2","C","","","0"
"2014/2015","Quebec","2021A000224","30 to 34 years","University","Percent","239","units","0","v99915287","6.3.4","7","B","","","0"
"2014/2015","Ontario","2021A000235","18 to 24 years","Total participation rate","Percent","239","units","0","v99915288","7.1.1","52","A","","","0"
"2014/2015","Ontario","2021A000235","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915289","7.1.2","6","A","","","0"
"2014/2015","Ontario","2021A000235","18 to 24 years","College","Percent","239","units","0","v99915290","7.1.3","16","A","","","0"
"2014/2015","Ontario","2021A000235","18 to 24 years","University","Percent","239","units","0","v99915291","7.1.4","30","A","","","0"
"2014/2015","Ontario","2021A000235","25 to 29 years","Total participation rate","Percent","239","units","0","v99915292","7.2.1","11","B","","","0"
"2014/2015","Ontario","2021A000235","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915293","7.2.2","1","D","","","0"
"2014/2015","Ontario","2021A000235","25 to 29 years","College","Percent","239","units","0","v99915294","7.2.3","5","B","","","0"
"2014/2015","Ontario","2021A000235","25 to 29 years","University","Percent","239","units","0","v99915295","7.2.4","6","B","","","0"
"2014/2015","Ontario","2021A000235","30 to 34 years","Total participation rate","Percent","239","units","0","v99915296","7.3.1","5","B","","","0"
"2014/2015","Ontario","2021A000235","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915297","7.3.2","0","D","","","0"
"2014/2015","Ontario","2021A000235","30 to 34 years","College","Percent","239","units","0","v99915298","7.3.3","2","B","","","0"
"2014/2015","Ontario","2021A000235","30 to 34 years","University","Percent","239","units","0","v99915299","7.3.4","3","B","","","0"
"2014/2015","Manitoba","2021A000246","18 to 24 years","Total participation rate","Percent","239","units","0","v99915300","8.1.1","37","A","","","0"
"2014/2015","Manitoba","2021A000246","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915301","8.1.2","5","B","","","0"
"2014/2015","Manitoba","2021A000246","18 to 24 years","College","Percent","239","units","0","v99915302","8.1.3","6","B","","","0"
"2014/2015","Manitoba","2021A000246","18 to 24 years","University","Percent","239","units","0","v99915303","8.1.4","26","A","","","0"
"2014/2015","Manitoba","2021A000246","25 to 29 years","Total participation rate","Percent","239","units","0","v99915304","8.2.1","12","B","","","0"
"2014/2015","Manitoba","2021A000246","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915305","8.2.2","1","D","","","0"
"2014/2015","Manitoba","2021A000246","25 to 29 years","College","Percent","239","units","0","v99915306","8.2.3","3","B","","","0"
"2014/2015","Manitoba","2021A000246","25 to 29 years","University","Percent","239","units","0","v99915307","8.2.4","8","B","","","0"
"2014/2015","Manitoba","2021A000246","30 to 34 years","Total participation rate","Percent","239","units","0","v99915308","8.3.1","7","B","","","0"
"2014/2015","Manitoba","2021A000246","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915309","8.3.2","","x","","","0"
"2014/2015","Manitoba","2021A000246","30 to 34 years","College","Percent","239","units","0","v99915310","8.3.3","3","C","","","0"
"2014/2015","Manitoba","2021A000246","30 to 34 years","University","Percent","239","units","0","v99915311","8.3.4","4","B","","","0"
"2014/2015","Saskatchewan","2021A000247","18 to 24 years","Total participation rate","Percent","239","units","0","v99915312","9.1.1","38","A","","","0"
"2014/2015","Saskatchewan","2021A000247","18 to 24 years","Elementary and/or High School","Percent","239","units","0","v99915313","9.1.2","6","B","","","0"
"2014/2015","Saskatchewan","2021A000247","18 to 24 years","College","Percent","239","units","0","v99915314","9.1.3","7","B","","","0"
"2014/2015","Saskatchewan","2021A000247","18 to 24 years","University","Percent","239","units","0","v99915315","9.1.4","24","B","","","0"
"2014/2015","Saskatchewan","2021A000247","25 to 29 years","Total participation rate","Percent","239","units","0","v99915316","9.2.1","10","B","","","0"
"2014/2015","Saskatchewan","2021A000247","25 to 29 years","Elementary and/or High School","Percent","239","units","0","v99915317","9.2.2","","x","","","0"
"2014/2015","Saskatchewan","2021A000247","25 to 29 years","College","Percent","239","units","0","v99915318","9.2.3","2","C","","","0"
"2014/2015","Saskatchewan","2021A000247","25 to 29 years","University","Percent","239","units","0","v99915319","9.2.4","8","B","","","0"
"2014/2015","Saskatchewan","2021A000247","30 to 34 years","Total participation rate","Percent","239","units","0","v99915320","9.3.1","6","B","","","0"
"2014/2015","Saskatchewan","2021A000247","30 to 34 years","Elementary and/or High School","Percent","239","units","0","v99915321","9.3.2","","x","","","0"
